,Car Id,Scraped Date,Brand,Model,Condition,Year,Transmission,Fuel,Colour,Location,Mileage,Engine Type,Price
35,https://www.cars45.com/jEY4wdZgYei7ElMNjIIadJboIRzjzeg,2024-06-18,Ford,Edge,Nigerian Used,2008,Automatic,Petrol,Black,Lagos State,228944 km,V6,"3,360,000"
36,https://www.cars45.com/jEY4wdZElIapAlCHF4IMuk5w54f9ogJ,2024-06-18,Honda,CR-V,Nigerian Used,2003,Automatic,Petrol,Gold,Lagos State,181680 km,V4,"2,310,000"
37,https://www.cars45.com/jEY4wdZmiU1NPWwy3ol0Aabj4n3GRci,2024-06-18,Mercedes-Benz,C350,Foreign Used,2009,Automatic,Petrol,White,Abuja (FCT),26074 km,V6,"8,925,000"
38,https://www.cars45.com/jEY4wdZZki32uuYbOFpgUjhzn1qJLu9,2024-06-18,Toyota,Sienna,Nigerian Used,2008,Automatic,Petrol,Red,Rivers State,152707 km,V6,"4,725,000"
39,https://www.cars45.com/jEY4wdZjLBTgJFsegnpodkY1xcPMFuC,2024-06-18,Land,Rover,Foreign Used,2013,Automatic,Petrol,Silver,Lagos State,166951 km,V4,"23,100,000"
40,https://www.cars45.com/jEY4wdZxnrqOYT8NZhYxKsrCJSz0Epv,2024-06-18,Lexus,RX,Nigerian Used,2004,Automatic,Petrol,Gray,Lagos State,164502 km,V8,"6,825,000"
41,https://www.cars45.com/jEY4wdZB1LJn3mqwbamNVukFrNO9Avq,2024-06-18,Acura,MDX,Nigerian Used,2007,Automatic,Petrol,Silver,Lagos State,276335 km,V8,"3,675,000"
42,https://www.cars45.com/jEY4wdZc78XgblnLod2JQHp9a0PxE4L,2024-06-18,Toyota,Corolla,Nigerian Used,2005,Automatic,Petrol,Red,Edo State,179764 km,V4,"3,150,000"
43,https://www.cars45.com/jEY4wdZiWUBtMJTcHYrfKjKbRFuAfpD,2024-06-18,Lexus,ES,Nigerian Used,2003,Automatic,Petrol,Blue,Abuja (FCT),348518 km,V6,"4,725,000"
44,https://www.cars45.com/jEY4wdZAGRRLGJ7hZH9KCIJFLaiR9Ea,2024-06-18,Toyota,Corolla,Nigerian Used,2003,Automatic,Petrol,Blue,Lagos State,128586 km,V4,"3,885,000"
45,https://www.cars45.com/jEY4wdZz4y0WliyTJjvRoIq5cA8PjBg,2024-06-18,Volvo,XC90,Nigerian Used,2008,Automatic,Petrol,White,Oyo State,184381 km,V6,"5,775,000"
46,https://www.cars45.com/jEY4wdZcLMhI1xaN8ZAiohM9iVq9yJL,2024-06-18,Hyundai,Sonata,Foreign Used,2009,Automatic,Petrol,Brown,Lagos State,536684 km,V8,"5,145,000"
47,https://www.cars45.com/jEY4wdZmJY91Ym0sXewXoPeNs9nUWMa,2024-06-18,Toyota,Highlander,Nigerian Used,2009,Automatic,Petrol,Gray,Abuja (FCT),170321 km,V6,"8,820,000"
48,https://www.cars45.com/jEY4wdZfFQ3K8ZFLAjZevrEh5s2O4Qm,2024-06-18,Audi,A6,Nigerian Used,2007,Automatic,Petrol,Gray,Lagos State,223342 km,V6,"5,250,000"
49,https://www.cars45.com/jEY4wdZumEML5OpGMb9kQh3WrAxTcCB,2024-06-18,Honda,Accord,Foreign Used,2017,Automatic,Petrol,Black,Delta State,46649 km,V6,"16,275,000"
50,https://www.cars45.com/jEY4wdZx5AaInwswjs90pV3qDPSatrP,2024-06-18,Mazda,CX-9,Nigerian Used,2009,Automatic,Petrol,Gray,Lagos State,217202 km,V8,"10,500,000"
51,https://www.cars45.com/jEY4wdZwXNo7WZWsILjRS1kupBTW976,2024-06-18,Mercedes-Benz,GLK-Class,Nigerian Used,2011,Automatic,Petrol,White,Lagos State,1 km,V6,"10,080,000"
52,https://www.cars45.com/jEY4wdZJ5IkTpEehOB3eMZZlBY7SjYM,2024-06-18,Peugeot,307,Nigerian Used,2003,Automatic,Petrol,Silver,Ondo State,10801 km,V4,"2,835,000"
53,https://www.cars45.com/jEY4wdZAO57zWHwCkMpaHZRBm1cPF9v,2024-06-18,Peugeot,407,Nigerian Used,2004,Automatic,Petrol,Silver,Lagos State,152115 km,V6,"4,200,000"
54,https://www.cars45.com/jEY4wdZWSWc8EuVv3fYmqaGiuxgwutU,2024-06-18,Kia,Rio,Nigerian Used,2014,Manual,Petrol,Burgandy,Rivers State,57357 km,V4,"3,885,000"
55,https://www.cars45.com/jEY4wdZAtf8xYIcxqiZ5fbNgoaPTPJo,2024-06-18,Ford,Taurus,Nigerian Used,2013,Automatic,Petrol,Black,Lagos State,45331 km,V6,"17,850,000"
56,https://www.cars45.com/jEY4wdZrhVFce7PID3tLDzdyIM9elm0,2024-06-18,Hyundai,Santa,Nigerian Used,2007,Automatic,Petrol,Black,Ondo State,189516 km,V6,"5,040,000"
57,https://www.cars45.com/jEY4wdZVE9TJUAm38JUCqzQzmewZL5w,2024-06-18,Toyota,Highlander,Nigerian Used,2005,Automatic,Petrol,Gray,Lagos State,143184 km,V6,"4,200,000"
58,https://www.cars45.com/jEY4wdZM8BlmHzW1P87JhpifJS4Hvr6,2024-06-18,Lexus,RX,Foreign Used,2017,Automatic,Petrol,Gray,Lagos State,59020 km,V6,"38,850,000"
59,https://www.cars45.com/jEY4wdZJ26DiFfj8VQtjlBcpgXzujgr,2024-06-18,Ford,Explorer,Nigerian Used,2013,Automatic,Petrol,White,Lagos State,205609 km,V8,"7,875,000"
60,https://www.cars45.com/jEY4wdZu59pDdcOyqF4OYfVPjlgb7BC,2024-06-18,Toyota,Sienna,Nigerian Used,2006,Automatic,Petrol,Gold,Ondo State,294095 km,V6,"4,725,000"
61,https://www.cars45.com/jEY4wdZTPumfkIZbHYGzV8zaNANQIpy,2024-06-18,Toyota,Tacoma,Nigerian Used,2006,Automatic,Petrol,Red,Oyo State,179114 km,V8,"7,350,000"
62,https://www.cars45.com/jEY4wdZna2IFIVMeSYNuY4nyc8Y7tN9,2024-06-18,Mercedes-Benz,C300,Nigerian Used,2008,Automatic,Petrol,Black,Delta State,249721 km,V6,"6,300,000"
63,https://www.cars45.com/jEY4wdZrsH9J0mB6vtgAyXDQaWPhxFQ,2024-06-18,Lexus,ES,Nigerian Used,2002,Automatic,Petrol,Black,Ondo State,267409 km,V6,"3,675,000"
64,https://www.cars45.com/jEY4wdZyI5G1lgBHZuW5dwKOswTFvLi,2024-06-18,Kia,Cerato,Nigerian Used,2011,Automatic,Petrol,Silver,Rivers State,93660 km,V4,"4,305,000"
65,https://www.cars45.com/jlCs49PQCZvJQS4q2DrGh0elC5JCo4,2024-06-18,Toyota,Highlander,Foreign Used,2003,Automatic,Petrol,Black,Abuja (FCT),435189 km,V6,"6,468,000"
66,https://www.cars45.com/jEY4wdZOO2MiviPz4hTSu3lrMTXYmQq,2024-06-18,Honda,Accord,Foreign Used,2013,Automatic,Petrol,Burgandy,Lagos State,299509 km,V4,"13,520,000"
67,https://www.cars45.com/jEY4wdZkmihtLsq84Sx4VVW1zpxHlEW,2024-06-18,Lexus,IS,Nigerian Used,2007,Automatic,Petrol,White,Lagos State,83843 km,V4,"7,770,000"
68,https://www.cars45.com/jEY4wdZf7iAPEXkHyVKaAyyDCblN1KE,2024-06-18,Volkswagen,Golf,Nigerian Used,1999,Manual,Petrol,Silver,Oyo State,298241 km,V4,"2,100,000"
69,https://www.cars45.com/jEY4wdZAv4TmgN0RhASmQuTA89FbVkQ,2024-06-18,Toyota,RAV4,Nigerian Used,2002,Automatic,Petrol,Green,Rivers State,153663 km,V4,"2,310,000"
70,https://www.cars45.com/jEY4wdZFtZU4BpxsSFt0g2U3mQNCx90,2024-06-18,Lexus,ES,Foreign Used,2009,Automatic,Petrol,Black,Ondo State,411778 km,V6,"10,500,000"
71,https://www.cars45.com/jEY4wdZPQPHgK6JDikffiyQHlsx5oKU,2024-06-18,Honda,Pilot,Nigerian Used,2005,Automatic,Petrol,Red,Lagos State,360855 km,V6,"3,675,000"
72,https://www.cars45.com/jEY4wdZWr3MwLU3SPrUJMJWZ5X6L4Gw,2024-06-18,Mercedes-Benz,GLE-Class,Foreign Used,2016,Automatic,Petrol,Black,Lagos State,137695 km,V6,"35,385,000"
73,https://www.cars45.com/jEY4wdZyfR7cxL79wRE0zafW2UpRsG5,2024-06-18,Toyota,Camry,Nigerian Used,2009,Automatic,Petrol,Gray,Akwa Ibom State,122760 km,V4,"6,240,000"
74,https://www.cars45.com/jEY4wdZTH47co7VEveTlTVbKyIoQ4hb,2024-06-18,Mercedes-Benz,GLE-Class,Foreign Used,2016,Automatic,Petrol,Black,Lagos State,211736 km,V6,"45,150,000"
75,https://www.cars45.com/jEY4wdZPLxS9lAI0d1ml6jcqtev0FUm,2024-06-18,Toyota,4-Runner,Nigerian Used,2004,Automatic,Petrol,Gold,Lagos State,218889 km,V8,"6,825,000"
76,https://www.cars45.com/jlCs49PMA4ivtgWYKEeb7nnYkVMbOk,2024-06-18,Toyota,Sequoia,Foreign Used,2001,Automatic,Petrol,Gray,Lagos State,151432 km,V8,"7,350,000"
77,https://www.cars45.com/jEY4wdZWgEEyvJLsMRgLSFRRdR0PZCo,2024-06-18,Toyota,Camry,Nigerian Used,2007,Automatic,Petrol,Black,Abuja (FCT),308845 km,V6,"4,872,000"
78,https://www.cars45.com/jEY4wdZFXF3VpoSORXQWK6it7njo34E,2024-06-18,Mercedes-Benz,C350,Nigerian Used,2008,Automatic,Petrol,Black,Lagos State,131914 km,V6,"5,880,000"
79,https://www.cars45.com/jEY4wdZnWqn0dJ05MeANAXb7i2i9YoY,2024-06-18,Mazda,CX-9,Nigerian Used,2012,Automatic,Petrol,Gray,Abuja (FCT),237596 km,V8,"7,350,000"
80,https://www.cars45.com/jEY4wdZJdmmMrxFHXctQ6Naxl7sDQ4J,2024-06-18,Mazda,Premacy,Nigerian Used,2004,Automatic,Petrol,Green,Oyo State,296742 km,V4,"2,310,000"
81,https://www.cars45.com/jEY4wdZZk89EgNADFHjPeZEToGVMVRe,2024-06-18,Lexus,RX,Foreign Used,2017,Automatic,Petrol,White,Lagos State,77140 km,V6,"44,100,000"
82,https://www.cars45.com/jEY4wdZag00tMvooMGEUeijBzp5qXiJ,2024-06-18,Toyota,Camry,Nigerian Used,2013,Automatic,Petrol,Black,Abuja (FCT),211206 km,V4,"9,360,000"
83,https://www.cars45.com/jEY4wdZy4sm93zQ5qlHclwtrjWEv9Mv,2024-06-18,Toyota,Camry,Nigerian Used,2004,Automatic,Petrol,Green,Lagos State,290191 km,V4,"2,403,450"
84,https://www.cars45.com/jEY4wdZMjue5Plln62uCjZvrshK4vZJ,2024-06-18,Lexus,GS,Nigerian Used,2008,Automatic,Petrol,Gray,Lagos State,112054 km,V6,"6,825,000"
85,https://www.cars45.com/jEY4wdZygOWbMtquMM9YBGbD1p3nNHj,2024-06-18,Mercedes-Benz,M,Nigerian Used,2005,Automatic,Petrol,Gold,Abuja (FCT),315749 km,V8,"3,675,000"
86,https://www.cars45.com/jEY4we007mHuwxc7c0SVUxut6OwaMu1,2024-06-18,Mercedes-Benz,M,Nigerian Used,2007,Automatic,Petrol,Black,Lagos State,89105 km,V6,"6,510,000"
87,https://www.cars45.com/jEY4wdZMCHPObmaGOfp214RzF3RzOiL,2024-06-18,Hyundai,Equus,Foreign Used,2016,Automatic,Petrol,Silver,Lagos State,25766 km,V8,"17,850,000"
88,https://www.cars45.com/jEY4wdZXpUoQzyIYYmJ6T3mIhznG0cg,2024-06-18,Ford,Taurus,Nigerian Used,2011,Automatic,Petrol,Silver,Abuja (FCT),0 km,V6,"6,825,000"
89,https://www.cars45.com/jEY4wdZPNMefrOeU1FOByyEs0HbXStG,2024-06-18,Toyota,Sienna,Foreign Used,2005,Automatic,Petrol,Blue,Enugu State,90207 km,V6,"9,048,000"
90,https://www.cars45.com/jEY4wdZHUvjFcydPRSHlMam3HFOisSb,2024-06-18,Honda,Pilot,Nigerian Used,2004,Automatic,Petrol,Black,Abuja (FCT),263112 km,V6,"3,150,000"
91,https://www.cars45.com/jEY4wdZIZtJqYzOlMvKBtYQH4p8Hplu,2024-06-18,Land,Rover,Nigerian Used,2008,Automatic,Petrol,Black,Lagos State,89274 km,V8,"6,300,000"
92,https://www.cars45.com/jEY4wdZbSe5A8QeiXzrGQmoim0QYsvG,2024-06-18,Honda,Accord,Nigerian Used,2005,Automatic,Petrol,Blue,Akwa Ibom State,218384 km,V4,"2,677,500"
93,https://www.cars45.com/jEY4wdZfaE2Ra2Gx7XMbcrAVQbhDZG8,2024-06-18,Lexus,GX,Nigerian Used,2004,Automatic,Petrol,White,Abuja (FCT),241212 km,V8,"8,400,000"
94,https://www.cars45.com/jEY4wdZuqkGo9pfys4CH57L6gWV9KQK,2024-06-18,Peugeot,406,Nigerian Used,2002,Manual,Petrol,Silver,Delta State,0 km,V4,"1,680,000"
95,https://www.cars45.com/jEY4wdZTj9WZzjm4jpyNzFNwVGuTV9K,2024-06-18,Lexus,LS,Nigerian Used,2014,Automatic,Petrol,Black,Lagos State,18506 km,V8,"16,275,000"
96,https://www.cars45.com/jEY4wdZpRKEKhDvjkfosjnSUa4w9bRr,2024-06-18,Honda,Civic,Nigerian Used,2001,Automatic,Petrol,Black,Lagos State,192974 km,V4,"1,890,000"
97,https://www.cars45.com/jEY4wdZk3ahug6L7NscMZJvoqYAEc4D,2024-06-18,Mercedes-Benz,E320,Nigerian Used,2007,Automatic,Petrol,Black,Abuja (FCT),178107 km,V6,"4,200,000"
98,https://www.cars45.com/jEY4wdZgQJz1WX0gudwmJxjg5cv0Tj3,2024-06-18,Toyota,Corolla,Foreign Used,2004,Manual,Diesel,Silver,Lagos State,603142 km,V4,"4,725,000"
99,https://www.cars45.com/jEY4wdZmtVPaF5uGHdCodF9OjZjsEIl,2024-06-18,Toyota,Highlander,Nigerian Used,2012,Automatic,Petrol,Silver,Abuja (FCT),71479 km,V6,"13,650,000"
100,https://www.cars45.com/jEY4wdZnOTkCtosU3sZPDja00Vyu89e,2024-06-18,Toyota,Highlander,Nigerian Used,2006,Automatic,Hybrid,Black,Lagos State,384600 km,V6,"5,250,000"
101,https://www.cars45.com/jEY4wdZcMf9qB69PLIZ5oSLM4zj55xg,2024-06-18,Nissan,Pathfinder,Nigerian Used,2005,Automatic,Petrol,Gold,Abuja (FCT),193881 km,V8,"2,415,000"
102,https://www.cars45.com/jEY4wdZG94UJP2iDurY1EmBwhO5aQbn,2024-06-18,Honda,Civic,Nigerian Used,2012,Automatic,Petrol,Gray,Lagos State,0 km,V4,"7,350,000"
103,https://www.cars45.com/jEY4wdZMs3c7GCvTnP9qEgSoqoeSSt0,2024-06-18,Toyota,Camry,Nigerian Used,2005,Automatic,Petrol,Gray,Lagos State,230530 km,V6,"4,160,000"
104,https://www.cars45.com/jEY4wdZcDGCbTQICTHuQaFibHlWGAqo,2024-06-18,Lexus,LX,Foreign Used,2016,Automatic,Petrol,Black,Lagos State,16753 km,V8,"104,000,000"
105,https://www.cars45.com/jEY4wdZnKmIgnOegvil4WYDkNqKbStD,2024-06-18,Volkswagen,Golf,Nigerian Used,1996,Automatic,Petrol,Green,Oyo State,179117 km,V4,"2,835,000"
106,https://www.cars45.com/jEY4wdZtBQoVkUTmx5oNkr8OV4H9Jeh,2024-06-18,Chevrolet,Corvette,Foreign Used,2015,Automatic,Petrol,Black,Lagos State,136886 km,V8,"37,800,000"
107,https://www.cars45.com/jEY4wdZXmTImaS7C0AqTVUtKh8xPRfr,2024-06-18,Toyota,Camry,Nigerian Used,2007,Automatic,Petrol,Gold,Lagos State,99788 km,V4,"5,720,000"
108,https://www.cars45.com/jEY4we015MfQDjOrA5ckgJwsTYIBSmS,2024-06-18,Toyota,Sienna,Foreign Used,2006,Automatic,Petrol,White,Lagos State,169263 km,V6,"9,880,000"
109,https://www.cars45.com/jEY4wdZXfCy8LHIPTBhrbuF67d7p7FR,2024-06-18,Honda,Accord,Nigerian Used,2003,Automatic,Petrol,Gray,Abuja (FCT),216977 km,V4,"2,600,000"
110,https://www.cars45.com/jEY4wdZvkb6TK4J8MaAmUQUri7cVpTD,2024-06-18,Toyota,Avalon,Nigerian Used,2005,Automatic,Petrol,Gray,Lagos State,180152 km,V6,"4,620,000"
111,https://www.cars45.com/jEY4wdZDSAvfEAlVLDuD9pLanlv3KIC,2024-06-18,Toyota,Camry,Nigerian Used,2003,Automatic,Petrol,Gray,Lagos State,537093 km,V4,"3,255,000"
112,https://www.cars45.com/jEY4wdZN8aDSoGFaNgVXDKSuobDHMun,2024-06-18,Toyota,Corolla,Nigerian Used,2010,Automatic,Petrol,Gold,Ondo State,438047 km,V4,"5,775,000"
113,https://www.cars45.com/jEY4wdZcvquLgkRBgXcg100IS3np4ZZ,2024-06-18,Ford,Edge,Nigerian Used,2007,Automatic,Petrol,Gold,Abuja (FCT),309566 km,V6,"3,150,000"
114,https://www.cars45.com/jEY4wdZy35DbG34vYjIwdwaAIfob927,2024-06-18,Toyota,Camry,Foreign Used,2012,Automatic,Petrol,Silver,Lagos State,154383 km,V4,"15,600,000"
115,https://www.cars45.com/jEY4we009vKv18MS8sM5EQE9oJOQAxs,2024-06-18,Lexus,GX,Nigerian Used,2006,Automatic,Petrol,Gray,Lagos State,257095 km,V8,"8,400,000"
116,https://www.cars45.com/jEY4wdZHoNTSGWV6w5wXry4oMREiBKO,2024-06-18,Ford,Escape,Nigerian Used,2013,Automatic,Petrol,Silver,Abuja (FCT),338991 km,V4,"7,350,000"
117,https://www.cars45.com/jEY4wdZgjwm3L1be7vrhFsv0emCJoiC,2024-06-18,Kia,Rio,Nigerian Used,2011,Automatic,Petrol,Black,Rivers State,135809 km,V4,"2,625,000"
118,https://www.cars45.com/jEY4wdZU2LyRLqpkPIqv7QqIlIJlhTU,2024-06-18,Hyundai,Santa,Foreign Used,2019,Automatic,Petrol,Gray,Lagos State,307440 km,V4,"30,680,000"
119,https://www.cars45.com/jEY4wdZg9Dp4zztf650aza5tPbHrUuk,2024-06-18,Lexus,IS,Nigerian Used,2007,Automatic,Petrol,White,Abuja (FCT),307295 km,V4,"4,725,000"
120,https://www.cars45.com/jEY4wdZtQP5jUlxWpsIu3DKud8aJfTR,2024-06-18,Ford,Explorer,Nigerian Used,2002,Automatic,Petrol,Black,Lagos State,27421 km,V8,"3,150,000"
121,https://www.cars45.com/jEY4wdZgZ9W2bMKYswYUdOzJeKmWAFM,2024-06-18,Toyota,Camry,Nigerian Used,2007,Automatic,Petrol,Red,Abuja (FCT),134395 km,V6,"5,616,000"
122,https://www.cars45.com/jEY4wdZXfbozVhg0N2oY9FNlqfA1W7F,2024-06-18,Toyota,Highlander,Nigerian Used,2008,Automatic,Petrol,Red,Rivers State,116845 km,V6,"8,736,000"
123,https://www.cars45.com/jEY4wdZVY3U1jDta09T2sV2dfatnsPW,2024-06-18,Toyota,Matrix,Nigerian Used,2007,Automatic,Petrol,Gray,Abuja (FCT),399649 km,V4,"4,830,000"
124,https://www.cars45.com/jEY4wdZSIcn0FJPX8ZXHlOwL6hBQNOc,2024-06-18,Mercedes-Benz,GL-Class,Nigerian Used,2012,Automatic,Petrol,White,Akwa Ibom State,87045 km,V8,"13,335,000"
125,https://www.cars45.com/jEY4wdZukTGMbs4Q2LL4otAijs8a6Oj,2024-06-18,Lexus,IS,Nigerian Used,2008,Automatic,Petrol,Blue,Abuja (FCT),79287 km,V4,"5,250,000"
126,https://www.cars45.com/jEY4wdZn4ij46CHxIdQ9OudugLsQQBF,2024-06-18,Toyota,Camry,Nigerian Used,2009,Automatic,Petrol,Gray,Abuja (FCT),521550 km,V4,"5,720,000"
127,https://www.cars45.com/jEY4wdZAXXAVynunaT5gyYtUMPvSnOW,2024-06-18,Mercedes-Benz,E350,Nigerian Used,2011,Automatic,Petrol,Black,Lagos State,0 km,V6,"6,615,000"
128,https://www.cars45.com/jEY4wdZTcrm4slXH84ypLuoDvARvelk,2024-06-18,Toyota,Highlander,Nigerian Used,2008,Automatic,Petrol,White,Abuja (FCT),109543 km,V6,"7,350,000"
129,https://www.cars45.com/jEY4wdZPakcg7LwC2fmJBgPTh6JuZPJ,2024-06-18,Dodge,Charger,Nigerian Used,2014,Automatic,Petrol,Green,Abuja (FCT),79 km,V8,"10,500,000"
