,Car Id,Scraped Date,Brand,Model,Condition,Year,Transmission,Fuel,Colour,Location,Mileage,Engine Type,Price
348,https://www.cars45.com/jEY4wdZKSUnBVaME3kl1WgY4leGZ0zS,2024-06-18,Land,Rover,Nigerian Used,2006,Automatic,Petrol,Gold,Lagos State,175683 km,V8,"4,725,000"
349,https://www.cars45.com/jEY4wdZEesiAoqTjwGmgB6ATZiJKgba,2024-06-18,Toyota,Camry,Nigerian Used,2007,Automatic,Petrol,Black,Rivers State,92728 km,V4,"4,830,000"
350,https://www.cars45.com/jEY4wdZioF6ERaq6WnlE10wWgc8ByeU,2024-06-18,Toyota,Corolla,Nigerian Used,2003,Automatic,Petrol,Silver,Lagos State,198178 km,V4,"4,160,000"
351,https://www.cars45.com/jEY4wdZBWC5Q792MwBF3VDpTnZdSCqs,2024-06-18,Honda,Accord,Nigerian Used,2005,Automatic,Petrol,Blue,Abuja (FCT),361761 km,V4,"2,392,000"
352,https://www.cars45.com/jlCs49PM77tlAOd0J0yWbhNsdc9yH0,2024-06-18,Nissan,Maxima,Nigerian Used,2010,Automatic,Petrol,Blue,Akwa Ibom State,154520 km,V6,"5,250,000"
353,https://www.cars45.com/jEY4wdZ9HNcXtXKiizmT6cac5NECuU8,2024-06-18,Kia,Forte,Nigerian Used,2011,Automatic,Petrol,Red,Oyo State,52586 km,V4,"4,725,000"
354,https://www.cars45.com/jEY4wdZWtleBQrODK7wEz2NuVzyP4vj,2024-06-18,Toyota,Camry,Nigerian Used,2006,Automatic,Petrol,Silver,Lagos State,205453 km,V4,"3,255,000"
355,https://www.cars45.com/jEY4wdZT5lqrk1WuGW16AmIpBNnePzk,2024-06-18,Toyota,Camry,Nigerian Used,2003,Automatic,Petrol,Gray,Lagos State,338017 km,V4,"3,640,000"
356,https://www.cars45.com/jEY4wdZcEqgsIucl7nq2rsa5N1SuCYo,2024-06-18,Honda,Accord,Nigerian Used,2010,Automatic,Petrol,Gray,Lagos State,159285 km,V4,"4,725,000"
357,https://www.cars45.com/jEY4wdZkjWMqnA1OHewQloN1BP9Of60,2024-06-18,Acura,MDX,Nigerian Used,2006,Automatic,Petrol,Silver,Oyo State,149395 km,V6,"7,350,000"
358,https://www.cars45.com/jEY4wdZc1NL5CQ27bBGu7piTkjAiEMs,2024-06-18,Infiniti,QX56,Nigerian Used,2011,Automatic,Petrol,Gray,Rivers State,191319 km,V8,"10,500,000"
359,https://www.cars45.com/jEY4wdZSqI0cEysl28PH76sotGo2JKp,2024-06-18,Toyota,Sienna,Nigerian Used,2006,Automatic,Petrol,Gray,Abuja (FCT),178580 km,V6,"6,448,000"
360,https://www.cars45.com/jEY4wdZCfwwTm9MAZnjPwOLGk5vVoMn,2024-06-18,Hyundai,I10,Nigerian Used,2014,Manual,Petrol,Black,Abuja (FCT),147677 km,V4,"3,150,000"
361,https://www.cars45.com/jEY4wdZN8aK38DjGgTDUGXemtvJPNFy,2024-06-18,Lexus,RX,Nigerian Used,2004,Automatic,Petrol,Black,Lagos State,137955 km,V6,"7,560,000"
362,https://www.cars45.com/jEY4wdZEZ5S7hLRMsI0ZuL6Vdk5eBX3,2024-06-18,Acura,MDX,Nigerian Used,2001,Automatic,Petrol,Red,Oyo State,169102 km,V6,"4,410,000"
363,https://www.cars45.com/jEY4wdZFetZu3jifI5ILK0jNaa6fwR3,2024-06-18,Lexus,RX,Nigerian Used,2000,Automatic,Petrol,Gold,Abuja (FCT),118448 km,V8,"4,200,000"
364,https://www.cars45.com/jEY4wdZgikQ6dMYyTSHSsj7QfkTqymV,2024-06-18,Honda,Accord,Nigerian Used,2008,Automatic,Petrol,Black,Rivers State,76820 km,V6,"2,835,000"
365,https://www.cars45.com/jEY4wdZngHLOa5aGXJ8YVD88XEE975b,2024-06-18,BMW,X3,Foreign Used,2007,Automatic,Petrol,White,Abuja (FCT),247693 km,V6,"7,350,000"
366,https://www.cars45.com/jEY4wdZIeKCdI6qC7Zs1ph4owz8eFxR,2024-06-18,Infiniti,QX80,Nigerian Used,2014,Automatic,Petrol,Black,Lagos State,71028 km,V8,"28,350,000"
367,https://www.cars45.com/jEY4wdZfA4cIveFfjQqGpEnSHtRnbbP,2024-06-18,JMC,Vigus,Foreign Used,2022,Manual,Petrol,White,Ondo State,40140 km,V4,"31,500,000"
368,https://www.cars45.com/jEY4wdZMLxIDpaFUU9k7TxQSgXXxkWZ,2024-06-18,Toyota,Corolla,Nigerian Used,2005,Automatic,Petrol,Silver,Abuja (FCT),480246 km,V4,"4,680,000"
369,https://www.cars45.com/jEY4wdZDIHrm6260Fz0Zm3KhcpMxeyM,2024-06-18,Ford,Edge,Nigerian Used,2007,Automatic,Petrol,Red,Abuja (FCT),284598 km,V6,"5,040,000"
370,https://www.cars45.com/jlCs49QFUzRELh54dNHvaA9cuzxY7o,2024-06-18,Toyota,Venza,Nigerian Used,2009,Automatic,Petrol,Green,Edo State,198424 km,V4,"11,550,000"
371,https://www.cars45.com/jlCs49PnOxdQyNOKfD1lEDDHNsecOz,2024-06-18,Honda,Accord,Nigerian Used,2005,Automatic,Petrol,Gray,Lagos State,219943 km,V4,"2,100,000"
372,https://www.cars45.com/jEY4wdZWqHB1w4o5ZDzpuhtRgUJ2Avs,2024-06-18,Toyota,Camry,Foreign Used,2016,Automatic,Petrol,Silver,Lagos State,192378 km,V4,"18,200,000"
373,https://www.cars45.com/jEY4wdZtATVZfhONCeHXyKIj5G3nubO,2024-06-18,Lexus,RX,Nigerian Used,1999,Automatic,Petrol,Black,Akwa Ibom State,136927 km,V6,"3,990,000"
374,https://www.cars45.com/jEY4wdZTJbTajJWbBwXkGEAROp5R5Sn,2024-06-18,Toyota,Venza,Foreign Used,2010,Automatic,Petrol,White,Lagos State,205820 km,V6,"15,750,000"
375,https://www.cars45.com/jEY4wdZn5zISkSePYO2jRe26sPYIuyK,2024-06-18,Honda,Accord,Nigerian Used,2013,Automatic,Petrol,Blue,Lagos State,196778 km,V6,"8,400,000"
376,https://www.cars45.com/jEY4wdZWAYjqldGXElENlwOun7mcyO8,2024-06-18,Honda,CR-V,Nigerian Used,2003,Automatic,Petrol,Silver,Abuja (FCT),235233 km,V4,"1,995,000"
377,https://www.cars45.com/jEY4wdZU49wsnz6kBgMOnHyTzFahGjW,2024-06-18,Toyota,Sienna,Nigerian Used,2007,Automatic,Petrol,Gray,Rivers State,366243 km,V6,"5,670,000"
378,https://www.cars45.com/jEY4wdZXGuNV1XN8tX54PH1x9PHsiaj,2024-06-18,Toyota,Highlander,Nigerian Used,2004,Automatic,Petrol,Gray,Lagos State,441559 km,V6,"3,360,000"
379,https://www.cars45.com/jEY4wdZnXA1WFW93FjBfeR4EtqsEvmA,2024-06-18,Toyota,Sienna,Foreign Used,2004,Automatic,Petrol,Gold,Abuja (FCT),236798 km,V6,"6,195,000"
380,https://www.cars45.com/jEY4wdZrJkClQnmwOoWgFfzeF7DoHlc,2024-06-18,Ford,F-150,Nigerian Used,2014,Automatic,Petrol,Black,Abuja (FCT),135922 km,V8,"10,500,000"
381,https://www.cars45.com/jEY4wdZF8s3iZr0JcR8w3ICsGieIRuz,2024-06-18,Toyota,Corolla,Nigerian Used,2015,Automatic,Petrol,Black,Abuja (FCT),165760 km,V4,"11,340,000"
382,https://www.cars45.com/jEY4wdZnyVKpdpPpjWoJt0TZfcuNz1a,2024-06-18,Land,Rover,Nigerian Used,2007,Automatic,Petrol,Red,Lagos State,156546 km,V8,"6,300,000"
383,https://www.cars45.com/jEY4wdZcAyo0CZMFmlplUI1NKdsHVTp,2024-06-18,Toyota,Sienna,Nigerian Used,2005,Automatic,Petrol,Gold,Kaduna State,389867 km,V6,"4,200,000"
384,https://www.cars45.com/jEY4wdZfuCNyTHAn2enPL37OI20TUNe,2024-06-18,Toyota,Camry,Nigerian Used,2007,Automatic,Petrol,Gray,Lagos State,190476 km,V4,"4,908,750"
385,https://www.cars45.com/jEY4wdZcPTxc6umhOtEOeEm5GoYUR4o,2024-06-18,Toyota,Corolla,Nigerian Used,2005,Automatic,Petrol,Gray,Abuja (FCT),2999999 km,V4,"4,368,000"
386,https://www.cars45.com/jEY4wdZwJWIuIG9NuwA6yNW7QMKKH8u,2024-06-18,Toyota,Sienna,Nigerian Used,2005,Automatic,Petrol,Blue,Oyo State,154812 km,V6,"3,990,000"
387,https://www.cars45.com/jEY4wdZWAONPeJL4FXQqBIiWOnL1Ipb,2024-06-18,Mitsubishi,Galant,Nigerian Used,2000,Automatic,Petrol,Blue,Akwa Ibom State,230684 km,V4,"1,575,000"
388,https://www.cars45.com/jEY4wdZSwzHxi1Anxt5q6TOvRstqXaC,2024-06-18,DAF,XF,Foreign Used,2012,Automatic,Diesel,Yellow,Kaduna State,1 km,V8,"36,750,000"
389,https://www.cars45.com/jEY4wdZjmBhJ2W1VK8FHGUoStxLbFht,2024-06-18,Toyota,Highlander,Nigerian Used,2001,Automatic,Petrol,Black,Lagos State,264990 km,V6,"5,250,000"
390,https://www.cars45.com/jEY4wdZjdE4KMvQsqshsw3V934JiuvH,2024-06-18,Toyota,RAV4,Foreign Used,2015,Automatic,Petrol,Gray,Abuja (FCT),208792 km,V4,"16,779,000"
391,https://www.cars45.com/jEY4wdZJ1OEu7zpJTxMpRCvm2PF30Uz,2024-06-18,Honda,Pilot,Nigerian Used,2009,Automatic,Petrol,Gray,Lagos State,177912 km,V6,"4,410,000"
392,https://www.cars45.com/jEY4wdZBPdHRXWgBGaKoLQ9XakbAw6j,2024-06-18,BMW,X5,Nigerian Used,2007,Automatic,Petrol,Black,Abuja (FCT),116654 km,V8,"9,135,000"
393,https://www.cars45.com/jEY4wdZraidRlvbxEsZL7KmsoHi6GhN,2024-06-18,Ford,Mustang,Foreign Used,2007,Automatic,Petrol,Black,Lagos State,154403 km,V8,"5,145,000"
394,https://www.cars45.com/jEY4wdZ9VaXu3IV8uYma92VwqFRyYGC,2024-06-18,Toyota,Sienna,Nigerian Used,2006,Automatic,Petrol,Gray,Lagos State,111647 km,V6,"5,824,000"
395,https://www.cars45.com/jEY4wdZiCqIYBqbiPlZwNjbxrpIPiyQ,2024-06-18,Toyota,Sienna,Nigerian Used,2004,Automatic,Petrol,Blue,Abuja (FCT),282244 km,V6,"3,990,000"
396,https://www.cars45.com/jEY4wdZf7guDhMuMTT46dWAiey6JvlT,2024-06-18,Mercedes-Benz,C300,Nigerian Used,2009,Automatic,Petrol,Black,Abuja (FCT),153058 km,V6,"7,280,000"
397,https://www.cars45.com/jEY4wdZnoeeY7XDgwVDxmA3fH2EXGmQ,2024-06-18,Toyota,Camry,Nigerian Used,2001,Automatic,Petrol,Gray,Lagos State,344738 km,V6,"2,625,000"
398,https://www.cars45.com/jEY4wdZbOLA7H2zmchvxlP46NRJf1iJ,2024-06-18,Honda,Pilot,Nigerian Used,2003,Automatic,Petrol,Gray,Rivers State,210828 km,V6,"4,200,000"
399,https://www.cars45.com/jEY4we00KgUgodnct7IFXnmCaAKobRU,2024-06-18,Toyota,Corolla,Nigerian Used,2010,Automatic,Petrol,Gray,Oyo State,113084 km,V4,"4,725,000"
400,https://www.cars45.com/jEY4wdZFduuktB8TKWIkUid6HEuf9ly,2024-06-18,Toyota,Tacoma,Nigerian Used,2001,Automatic,Petrol,Green,Enugu State,226684 km,V6,"8,925,000"
401,https://www.cars45.com/jEY4wdZLEqns1Z8moeBeRYOVgbKqDMw,2024-06-18,Mercedes-Benz,C350,Nigerian Used,2006,Automatic,Petrol,Blue,Abuja (FCT),168855 km,V6,"4,725,000"
402,https://www.cars45.com/jEY4wdZmd4a81kxD24CLjdUortqbtIg,2024-06-18,Toyota,Corolla,Nigerian Used,2008,Automatic,Petrol,Gray,Rivers State,51652 km,V4,"7,904,000"
403,https://www.cars45.com/jEY4wdZVNjpKb38hvViHP9hGlb3gmz5,2024-06-18,Toyota,Corolla,Nigerian Used,2009,Automatic,Petrol,Black,Abuja (FCT),338812 km,V4,"6,090,000"
404,https://www.cars45.com/jEY4wdZInZc8onca72sdTK3C2qcLepT,2024-06-18,Lexus,IS,Nigerian Used,2010,Automatic,Petrol,Gray,Lagos State,302642 km,V4,"8,925,000"
405,https://www.cars45.com/jEY4wdZyGt6bm30p4hn38bNQQN165L5,2024-06-18,Toyota,Corolla,Nigerian Used,2012,Automatic,Petrol,Black,Abuja (FCT),125844 km,V4,"5,085,000"
406,https://www.cars45.com/jEY4wdZIA013mVUlbltt1PjPRrm9A6W,2024-06-18,Ford,F-150,Nigerian Used,2011,Automatic,Petrol,White,Lagos State,243563 km,V6,"7,875,000"
407,https://www.cars45.com/jEY4wdZde7dEIE0YBKkOt3zEcRTOBYs,2024-06-18,Hyundai,Sonata,Foreign Used,2018,Automatic,Petrol,Silver,Lagos State,206320 km,V4,"17,325,000"
408,https://www.cars45.com/jEY4wdZBr0lKVh4c5M4DOO4kcEbbWtr,2024-06-18,Toyota,Sienna,Nigerian Used,2007,Automatic,Petrol,Gold,Delta State,351975 km,V6,"4,410,000"
409,https://www.cars45.com/jEY4wdZEnWCMN4uvyjzhMb2jCWDK56f,2024-06-18,Mercedes-Benz,GLE-Class,Foreign Used,2017,Automatic,Petrol,Blue,Lagos State,153836 km,V6,"49,920,000"
410,https://www.cars45.com/jEY4wdZHodAUzvtpHuxLoPB4kFvnT3w,2024-06-18,Infiniti,JX,Foreign Used,2013,Automatic,Petrol,Blue,Abuja (FCT),135050 km,V6,"9,975,000"
411,https://www.cars45.com/jEY4wdZyPMYG3kHqB1ixwOrqZDG4bXl,2024-06-18,Toyota,RAV4,Nigerian Used,2005,Automatic,Petrol,Blue,Lagos State,122032 km,V4,"4,095,000"
412,https://www.cars45.com/jEY4wdZLAi1bmKUHltW6f7TRCwJUskW,2024-06-18,Land,Rover,Nigerian Used,2010,Automatic,Petrol,Black,Lagos State,128816 km,V8,"7,350,000"
413,https://www.cars45.com/jEY4wdZEy8tUjXQZR8jWjUxcPYuRpUS,2024-06-18,Dodge,Charger,Nigerian Used,2006,Automatic,Petrol,Pink,Abuja (FCT),359355 km,V8,"8,400,000"
414,https://www.cars45.com/jEY4wdZXJCTfOKULCWBhxwqlErG2kG0,2024-06-18,Lexus,GX,Nigerian Used,2004,Automatic,Petrol,Black,Edo State,185584 km,V8,"9,450,000"
415,https://www.cars45.com/jEY4wdZCjFL17bhVDFEOKxAKAGIBvZB,2024-06-18,Toyota,Yaris,Nigerian Used,2008,Manual,Petrol,Gray,Lagos State,0 km,V4,"2,940,000"
416,https://www.cars45.com/jlCs49Q77uORa9300r25shI1FwKb3t,2024-06-18,Lexus,RX,Nigerian Used,2008,Automatic,Petrol,Brown,Lagos State,181551 km,V6,"8,925,000"
417,https://www.cars45.com/jEY4wdZMotGMfomTarc3hMk8AdpwUEv,2024-06-18,Nissan,Almera,Nigerian Used,2010,Automatic,Petrol,Gray,Oyo State,188587 km,V4,"3,360,000"
418,https://www.cars45.com/jEY4wdZpQ1oLJnIYUPuUMPS4rHzfdXx,2024-06-18,Toyota,Corolla,Nigerian Used,1999,Automatic,Petrol,Red,Lagos State,314585 km,V4,"2,205,000"
419,https://www.cars45.com/jEY4wdZwUHQPOYbqbuSdr1hXfYZVTwr,2024-06-18,Toyota,Land,Nigerian Used,2016,Automatic,Petrol,Black,Lagos State,69840 km,V8,"63,000,000"
420,https://www.cars45.com/jEY4wdZJA196RNKvRkn23ogGrIy4msp,2024-06-18,Toyota,Corolla,Nigerian Used,2006,Automatic,Petrol,Gray,Lagos State,224432 km,V4,"3,234,000"
421,https://www.cars45.com/jEY4wdZuIC6ls9T4MdJW4puErXiyuoJ,2024-06-18,Acura,MDX,Nigerian Used,2010,Automatic,Petrol,Black,Lagos State,332576 km,V6,"7,455,000"
422,https://www.cars45.com/jEY4wdZfKGjlGCcHthP8mpFklUNvtOZ,2024-06-18,Toyota,RAV4,Nigerian Used,2007,Automatic,Petrol,Black,Akwa Ibom State,94062 km,V6,"4,830,000"
423,https://www.cars45.com/jEY4wdZxOywNu9pfSz2scocGTHuKqb3,2024-06-18,Toyota,Corolla,Nigerian Used,2003,Automatic,Petrol,White,Lagos State,299999 km,V4,"3,952,000"
424,https://www.cars45.com/jEY4wdZniMNsr2IHFviPOrcbCkK2GSm,2024-06-18,Ford,Edge,Nigerian Used,2008,Automatic,Petrol,white,Akwa Ibom State,359663 km,V6,"3,990,000"
425,https://www.cars45.com/jEY4wdZXMFXQsvlRQXa0oWHCFMM7TYL,2024-06-18,Land,Rover,Foreign Used,2010,Automatic,Petrol,Brown,Lagos State,14274 km,V8,"10,710,000"
426,https://www.cars45.com/jEY4wdZCoVhGEIROrku1wRdZfnjxZwC,2024-06-18,Pontiac,Vibe,Nigerian Used,2003,Automatic,Petrol,Silver,Abuja (FCT),482800 km,V4,"3,780,000"
427,https://www.cars45.com/jEY4wdZIHk0VwautCzfjbK7Qtke4dUO,2024-06-18,Honda,Accord,Nigerian Used,2010,Automatic,Petrol,Black,Lagos State,298479 km,V4,"3,885,000"
428,https://www.cars45.com/jEY4wdZXWgXQJsEn9gS87bmUM7ZAE4R,2024-06-18,BMW,X1,Foreign Used,2014,Automatic,Petrol,Gold,Abuja (FCT),133732 km,V4,"17,325,000"
429,https://www.cars45.com/jlCs49PCgvRtaOUbS9k88j9Kc7Mjiy,2024-06-18,Toyota,Highlander,Nigerian Used,2017,Automatic,Petrol,Silver,Abuja (FCT),162858 km,V6,"31,200,000"
430,https://www.cars45.com/jEY4wdZCCM9u23b9rPgBJID1P02uzTF,2024-06-18,Lexus,GX,Nigerian Used,2003,Automatic,Petrol,Black,Lagos State,224186 km,V8,"5,565,000"
431,https://www.cars45.com/jEY4wdZgOYKxnFgSQxXKLrMo89xENw8,2024-06-18,Mercedes-Benz,M,Foreign Used,2012,Automatic,Petrol,Gray,Lagos State,205214 km,V6,"25,550,000"
432,https://www.cars45.com/jEY4wdZlZoGTKE3MXWhg6VFNYKJrMV2,2024-06-18,Ford,Edge,Nigerian Used,2010,Automatic,Petrol,Blue,Abuja (FCT),214211 km,V6,"3,990,000"
433,https://www.cars45.com/jEY4wdZBpKkPaGqXpKSOlGU49KSiZM9,2024-06-18,Nissan,Tiida,Nigerian Used,2008,Automatic,Petrol,Green,Lagos State,350360 km,V4,"2,205,000"
434,https://www.cars45.com/jEY4wdZt3jRDzvRCKFH7SAzuIDkckia,2024-06-18,Toyota,Highlander,Nigerian Used,2001,Automatic,Petrol,Gold,Oyo State,142529 km,V6,"6,300,000"
435,https://www.cars45.com/jEY4wdZgbXUcXWtZU5ZkbSC8yrVOXGE,2024-06-18,Toyota,Camry,Nigerian Used,2005,Automatic,Petrol,Black,Rivers State,170968 km,V6,"4,368,000"
436,https://www.cars45.com/jEY4wdZEufoqiANgl22YV9zJIgaU9qj,2024-06-18,Toyota,Corolla,Nigerian Used,2008,Automatic,Petrol,Black,Lagos State,218277 km,V4,"3,885,000"
437,https://www.cars45.com/jEY4wdZQ0ENChGZwjpFCkZK2Eat3WFR,2024-06-18,Toyota,Corolla,Nigerian Used,2005,Automatic,Petrol,Gray,Ondo State,135734 km,V4,"4,160,000"
438,https://www.cars45.com/jEY4wdZEZ6j0ilpvIMPjSprvK5PIj74,2024-06-18,Toyota,Sienna,Nigerian Used,2013,Automatic,Petrol,Silver,Lagos State,84345 km,V6,"15,225,000"
439,https://www.cars45.com/jEY4wdZT3WtstFXk6oIxQXkhltzxLRR,2024-06-18,Mercedes-Benz,M,Foreign Used,2004,Automatic,Petrol,Black,Enugu State,273359 km,V6,"4,641,000"
440,https://www.cars45.com/jEY4wdZMI9NHb8kS8RBR2W7gG3kcAur,2024-06-18,Toyota,RAV4,Foreign Used,2012,Automatic,Petrol,Gray,Lagos State,236426 km,V6,"15,600,000"
441,https://www.cars45.com/jEY4wdZMnTEWjhDSbNYn04WsmSUlH4L,2024-06-18,Land,Rover,Nigerian Used,2014,Automatic,Petrol,Gray,Lagos State,110745 km,V6,"21,000,000"
442,https://www.cars45.com/jEY4wdZLurY4KsZZq4S2dq1rzZeVTvZ,2024-06-18,Toyota,Sienna,Nigerian Used,2007,Automatic,Petrol,Gold,Oyo State,351720 km,V6,"2,940,000"
443,https://www.cars45.com/jEY4wdZTOrOnmsxrHWDKTnY8xyVxWjL,2024-06-18,Toyota,Hilux,Nigerian Used,2008,Manual,Petrol,White,Oyo State,216078 km,V4,"8,925,000"
444,https://www.cars45.com/jEY4wdZN75ufRBevt0AbIuDmAKEkcFj,2024-06-18,Toyota,Venza,Foreign Used,2016,Automatic,Petrol,White,Edo State,56952 km,V6,"19,240,000"
445,https://www.cars45.com/jEY4wdZWCyFcXGN3hA11DskaDQWEkrd,2024-06-18,Toyota,Land,Nigerian Used,2001,Automatic,Petrol,Black,Lagos State,0 km,V4,"3,990,000"
446,https://www.cars45.com/jEY4wdZuafdoDZr0SRZTdhObPAPcaeR,2024-06-18,Lexus,RX,Nigerian Used,2008,Automatic,Petrol,Gray,Lagos State,163554 km,V6,"8,925,000"
447,https://www.cars45.com/jEY4wdZkRayafer1Ktp1chnYjrkIhaC,2024-06-18,Mazda,5,Foreign Used,2009,Manual,Petrol,Black,Oyo State,118714 km,V4,"4,410,000"
448,https://www.cars45.com/jEY4wdZJflYWS9US9GNjbT4WRIcGcUS,2024-06-18,Nissan,Pathfinder,Nigerian Used,2002,Automatic,Petrol,Silver,Lagos State,181831 km,V6,"3,150,000"
449,https://www.cars45.com/jEY4wdZ9KgMTJFH7UYKlniIg6DR8gMy,2024-06-18,Nissan,Sentra,Foreign Used,2014,CVT,Petrol,Black,Lagos State,268819 km,V4,"6,615,000"
450,https://www.cars45.com/jEY4wdZLYsyrSlox6IoTCdu1SNpe2LR,2024-06-18,Toyota,Corolla,Nigerian Used,2009,Automatic,Petrol,Gray,Rivers State,228982 km,V4,"6,032,000"
451,https://www.cars45.com/jEY4wdZkL8vLHn6UC3peBdlypE0P4Bt,2024-06-18,Toyota,Corolla,Nigerian Used,2005,Automatic,Petrol,Green,Lagos State,247698 km,V4,"4,160,000"
452,https://www.cars45.com/jEY4wdZFkHkLiZXlrrLZoCnupSimh3w,2024-06-18,Toyota,Matrix,Nigerian Used,2003,Automatic,Petrol,Blue,Abuja (FCT),247935 km,V4,"4,200,000"
453,https://www.cars45.com/jEY4wdZWr7qhpdKPnC7IzgdDX2ZMRqH,2024-06-18,Toyota,Land,Nigerian Used,2008,Automatic,Petrol,Black,Abuja (FCT),273331 km,V8,"15,750,000"
454,https://www.cars45.com/jEY4wdZcrMwVoewqmj6PAeHsJuWsNyb,2024-06-18,Ford,F-150,Nigerian Used,2010,Automatic,Petrol,White,Lagos State,357270 km,V8,"7,350,000"
455,https://www.cars45.com/jEY4wdZMso4eyWNkr4oFdByaVr0Zkjf,2024-06-18,Lexus,ES,Nigerian Used,2007,Automatic,Petrol,Gray,Abuja (FCT),212246 km,V6,"5,250,000"
456,https://www.cars45.com/jEY4wdZTFZ5SujShpBlQLU2lW3zxPmL,2024-06-18,Mercedes-Benz,GL-Class,Nigerian Used,2014,Automatic,Petrol,Blue,Abuja (FCT),153831 km,V8,"28,350,000"
457,https://www.cars45.com/jEY4wdZonY7iJt1irlZYC8Om5THTpDF,2024-06-18,Mercedes-Benz,M,Foreign Used,2013,Automatic,Petrol,Black,Edo State,131916 km,V6,"26,000,000"
458,https://www.cars45.com/jEY4wdZWCOOm3eHhkmszrnVK4JFoKN9,2024-06-18,Peugeot,607,Foreign Used,2006,Automatic,Petrol,Blue,Abuja (FCT),248521 km,V4,"3,150,000"
459,https://www.cars45.com/jEY4wdZQPLpHCtzxktB5002Suj4UT39,2024-06-18,Toyota,Sienna,Nigerian Used,2011,Automatic,Petrol,Silver,Lagos State,223244 km,V6,"11,550,000"
460,https://www.cars45.com/jEY4wdZvwbWZHJ0iI4HSX9Dan11eiG7,2024-06-18,Toyota,Corolla,Foreign Used,2014,Automatic,Petrol,Gray,Lagos State,110204 km,V4,"11,592,000"
461,https://www.cars45.com/jEY4wdZkxT9UQx0MLjzlu4PADA6aPtS,2024-06-18,Toyota,Highlander,Foreign Used,2010,Automatic,Petrol,Beige,Oyo State,205087 km,V6,"15,600,000"
462,https://www.cars45.com/jEY4wdZbHBqEIO6uUhPH0Gn4WoTbKgc,2024-06-18,Nissan,Armada,Foreign Used,2006,Automatic,Petrol,Silver,Lagos State,163115 km,V8,"9,870,000"
463,https://www.cars45.com/jEY4wdZnXNUD4zrmcs85CFmpR9ZNaDJ,2024-06-18,Hyundai,Elantra,Foreign Used,2016,Automatic,Petrol,Gold,Ondo State,120734 km,V4,"7,875,000"
464,https://www.cars45.com/jEY4wdZ9wuhtUbSHWa1Ri7FjdRt60EP,2024-06-18,Toyota,Avalon,Foreign Used,2014,Automatic,Petrol,Beige,Abuja (FCT),156043 km,V6,"15,750,000"
465,https://www.cars45.com/jEY4wdZVNaJepnyxz1OJgoenx7Mq8w7,2024-06-18,Toyota,Camry,Foreign Used,2013,Automatic,Petrol,Silver,Oyo State,326628 km,V4,"13,832,000"
466,https://www.cars45.com/jEY4wdZgdc6kwsRsKThFnqKOHk43toB,2024-06-18,Land,Rover,Nigerian Used,2008,Automatic,Petrol,Red,Lagos State,259343 km,V8,"5,775,000"
467,https://www.cars45.com/jEY4wdZAAS6doLJOtAuDHehd4kUw6PK,2024-06-18,Toyota,Camry,Nigerian Used,2012,Automatic,Petrol,Black,Abuja (FCT),136631 km,V4,"9,880,000"
468,https://www.cars45.com/jEY4we01ekEnRat0RCmKWLi31s9WeGV,2024-06-18,Lexus,RX,Nigerian Used,2007,Automatic,Petrol,Gold,Lagos State,247920 km,V6,"8,216,000"
469,https://www.cars45.com/jEY4wdZLXFjHkukWZAKnk00g4LylXAZ,2024-06-18,Volvo,V40,Nigerian Used,2004,Manual,Petrol,Black,Lagos State,317580 km,V4,"1,365,000"
470,https://www.cars45.com/jEY4wdZZutfrJPQdHDuKOinmbCRkHI1,2024-06-18,Acura,MDX,Nigerian Used,2004,Automatic,Petrol,Black,Lagos State,198996 km,V6,"2,835,000"
471,https://www.cars45.com/jEY4wdZMkInKTAOE6cDxy4HCTYBVBYW,2024-06-18,Land,Rover,Nigerian Used,2020,Automatic,Petrol,Black,Lagos State,60292 km,V4,"39,400,000"
472,https://www.cars45.com/jEY4wdZHyo8jhgEf14lpq7V9uMSR5Cj,2024-06-18,Toyota,Camry,Foreign Used,2012,Automatic,Petrol,Gray,Oyo State,274788 km,V4,"14,560,000"
473,https://www.cars45.com/jEY4wdZnz4HzS5cc7GyiqUxQe5nRMnL,2024-06-18,BMW,X1,Nigerian Used,2020,Automatic,Petrol,Black,Lagos State,17275 km,V4,"39,900,000"
474,https://www.cars45.com/jEY4wdZWLfPo4hKpoJUqykyMnQQLzIO,2024-06-18,Toyota,Sienna,Nigerian Used,2007,Automatic,Petrol,Gray,Lagos State,196915 km,V6,"4,888,000"
475,https://www.cars45.com/jEY4wdZciRRHmMSxcmWW9lgrdccgRFB,2024-06-18,Land,Rover,Nigerian Used,2011,Automatic,Petrol,Ivory,Imo State,214431 km,V8,"5,775,000"
476,https://www.cars45.com/jEY4wdZPR8uOZw1GCJ1EGtmrKk6wxxR,2024-06-18,Toyota,Matrix,Nigerian Used,2006,Automatic,Petrol,Blue,Lagos State,310353 km,V4,"3,675,000"
477,https://www.cars45.com/jEY4wdZWDBmxwAtCi9ffDETqFtVyfkM,2024-06-18,Toyota,Sienna,Nigerian Used,2007,Automatic,Petrol,White,Oyo State,39267 km,V6,"6,032,000"
478,https://www.cars45.com/jEY4wdZ9VYSQ3XV33WeWGR7mUdNQWFQ,2024-06-18,Mini,Cooper,Nigerian Used,2008,Automatic,Petrol,Black,Lagos State,210870 km,V4,"5,250,000"
